"date","tipo_refeicao","restaurante_utilizado","categoria_padrao","categoria_vegano","dia_semana","mes","almoco","periodo_semestre","quantidade","feriado_dummy"
2024-08-01,"Jantar","RU","suino","leguminosas","qui","ago","0","inicio",1917,0
2024-08-01,"Jantar","RA","suino","leguminosas","qui","ago","0","inicio",490,0
2024-08-01,"Jantar","RS","suino","leguminosas","qui","ago","0","inicio",399,0
2024-08-02,"Almoço","RU","bovino","leguminosas","sex","ago","1","inicio",2766,0
2024-08-02,"Almoço","RA","bovino","leguminosas","sex","ago","1","inicio",896,0
2024-08-02,"Almoço","RS","bovino","leguminosas","sex","ago","1","inicio",780,0
2024-08-02,"Jantar","RA","frango","leguminosas","sex","ago","0","inicio",464,0
2024-08-02,"Jantar","RS","frango","leguminosas","sex","ago","0","inicio",410,0
2024-08-02,"Jantar","RU","bovino","leguminosas","sex","ago","0","inicio",1939,0
2024-08-05,"Almoço","RU","suino","leguminosas","seg","ago","1","inicio",3981,0
2024-08-05,"Almoço","RA","suino","leguminosas","seg","ago","1","inicio",1321,0
2024-08-05,"Almoço","RS","suino","leguminosas","seg","ago","1","inicio",1608,0
2024-08-05,"Jantar","RU","bovino","leguminosas","seg","ago","0","inicio",2692,0
2024-08-05,"Jantar","RA","bovino","leguminosas","seg","ago","0","inicio",750,0
2024-08-05,"Jantar","RS","bovino","leguminosas","seg","ago","0","inicio",855,0
2024-08-06,"Almoço","RU","bovino","pts_proteina_texturizada","ter","ago","1","inicio",3874,0
2024-08-06,"Almoço","RA","bovino","pts_proteina_texturizada","ter","ago","1","inicio",1307,0
2024-08-06,"Almoço","RS","bovino","pts_proteina_texturizada","ter","ago","1","inicio",1634,0
2024-08-06,"Jantar","RU","suino","leguminosas","ter","ago","0","inicio",2804,0
2024-08-06,"Jantar","RA","suino","leguminosas","ter","ago","0","inicio",806,0
2024-08-06,"Jantar","RS","suino","leguminosas","ter","ago","0","inicio",917,0
2024-08-07,"Almoço","RU","frango","leguminosas","qua","ago","1","inicio",4137,0
2024-08-07,"Almoço","RA","frango","leguminosas","qua","ago","1","inicio",1395,0
2024-08-07,"Almoço","RS","frango","leguminosas","qua","ago","1","inicio",1869,0
2024-08-07,"Jantar","RU","bovino","leguminosas","qua","ago","0","inicio",2799,0
2024-08-07,"Jantar","RA","bovino","leguminosas","qua","ago","0","inicio",760,0
2024-08-07,"Jantar","RS","bovino","leguminosas","qua","ago","0","inicio",865,0
2024-08-08,"Almoço","RU","peixe","leguminosas","qui","ago","1","inicio",2497,0
2024-08-08,"Almoço","RA","peixe","leguminosas","qui","ago","1","inicio",793,0
2024-08-08,"Almoço","RS","peixe","leguminosas","qui","ago","1","inicio",909,0
2024-08-08,"Jantar","RA","frango","pts_proteina_texturizada","qui","ago","0","inicio",786,0
2024-08-08,"Jantar","RS","frango","pts_proteina_texturizada","qui","ago","0","inicio",998,0
2024-08-08,"Jantar","RU","frango","pts_proteina_texturizada","qui","ago","0","inicio",2720,0
2024-08-09,"Almoço","RU","bovino","leguminosas","sex","ago","1","inicio",3187,0
2024-08-09,"Almoço","RA","bovino","leguminosas","sex","ago","1","inicio",986,0
2024-08-09,"Almoço","RS","bovino","leguminosas","sex","ago","1","inicio",1070,0
2024-08-09,"Jantar","RU","peixe","leguminosas","sex","ago","0","inicio",1100,0
2024-08-09,"Jantar","RA","peixe","leguminosas","sex","ago","0","inicio",245,0
2024-08-09,"Jantar","RS","peixe","leguminosas","sex","ago","0","inicio",286,0
2024-08-12,"Almoço","RU","bovino","leguminosas","seg","ago","1","inicio",4088,0
2024-08-12,"Almoço","RA","bovino","leguminosas","seg","ago","1","inicio",1361,0
2024-08-12,"Almoço","RS","bovino","leguminosas","seg","ago","1","inicio",1508,0
2024-08-12,"Jantar","RA","suino","pts_proteina_texturizada","seg","ago","0","inicio",803,0
2024-08-12,"Jantar","RS","suino","pts_proteina_texturizada","seg","ago","0","inicio",963,0
2024-08-12,"Jantar","RU","suino","pts_proteina_texturizada","seg","ago","0","inicio",3092,0
2024-08-13,"Almoço","RU","suino","leguminosas","ter","ago","1","inicio",4097,0
2024-08-13,"Almoço","RA","suino","leguminosas","ter","ago","1","inicio",1387,0
2024-08-13,"Almoço","RS","suino","leguminosas","ter","ago","1","inicio",1754,0
2024-08-13,"Jantar","RU","peixe","leguminosas","ter","ago","0","inicio",1926,0
2024-08-13,"Jantar","RA","peixe","leguminosas","ter","ago","0","inicio",522,0
2024-08-13,"Jantar","RS","peixe","leguminosas","ter","ago","0","inicio",506,0
2024-08-14,"Almoço","RA","frango","pts_proteina_texturizada","qua","ago","1","inicio",1377,0
2024-08-14,"Almoço","RS","frango","pts_proteina_texturizada","qua","ago","1","inicio",1847,0
2024-08-14,"Almoço","RU","frango","pts_proteina_texturizada","qua","ago","1","inicio",4226,0
2024-08-14,"Jantar","RU","bovino","leguminosas","qua","ago","0","inicio",2908,0
2024-08-14,"Jantar","RA","bovino","leguminosas","qua","ago","0","inicio",818,0
2024-08-14,"Jantar","RS","bovino","leguminosas","qua","ago","0","inicio",939,0
2024-08-15,"Almoço","RU","peixe","leguminosas","qui","ago","1","inicio",2529,0
2024-08-15,"Almoço","RA","peixe","leguminosas","qui","ago","1","inicio",830,0
2024-08-15,"Almoço","RS","peixe","leguminosas","qui","ago","1","inicio",944,0
2024-08-15,"Jantar","RU","frango","leguminosas","qui","ago","0","inicio",2990,0
2024-08-15,"Jantar","RA","frango","leguminosas","qui","ago","0","inicio",760,0
2024-08-15,"Jantar","RS","frango","leguminosas","qui","ago","0","inicio",878,0
2024-08-16,"Almoço","RU","feijoada","pts_proteina_texturizada","sex","ago","1","inicio",4610,0
2024-08-16,"Almoço","RA","feijoada","pts_proteina_texturizada","sex","ago","1","inicio",1299,0
2024-08-16,"Almoço","RS","feijoada","pts_proteina_texturizada","sex","ago","1","inicio",2028,0
2024-08-16,"Jantar","RU","feijoada","pts_proteina_texturizada","sex","ago","0","inicio",2388,0
2024-08-16,"Jantar","RA","feijoada","pts_proteina_texturizada","sex","ago","0","inicio",597,0
2024-08-16,"Jantar","RS","feijoada","pts_proteina_texturizada","sex","ago","0","inicio",769,0
2024-08-19,"Almoço","RU","bovino","pts_proteina_texturizada","seg","ago","1","inicio",3720,0
2024-08-19,"Almoço","RA","bovino","pts_proteina_texturizada","seg","ago","1","inicio",1318,0
2024-08-19,"Almoço","RS","bovino","pts_proteina_texturizada","seg","ago","1","inicio",1518,0
2024-08-19,"Jantar","RU","suino","leguminosas","seg","ago","0","inicio",3094,0
2024-08-19,"Jantar","RA","suino","leguminosas","seg","ago","0","inicio",771,0
2024-08-19,"Jantar","RS","suino","leguminosas","seg","ago","0","inicio",1029,0
2024-08-20,"Almoço","RU","frango","leguminosas","ter","ago","1","inicio",4194,0
2024-08-20,"Almoço","RA","frango","leguminosas","ter","ago","1","inicio",1411,0
2024-08-20,"Almoço","RS","frango","leguminosas","ter","ago","1","inicio",1798,0
2024-08-20,"Jantar","RU","suino","pts_proteina_texturizada","ter","ago","0","inicio",3019,0
2024-08-20,"Jantar","RA","suino","pts_proteina_texturizada","ter","ago","0","inicio",827,0
2024-08-20,"Jantar","RS","suino","pts_proteina_texturizada","ter","ago","0","inicio",947,0
2024-08-21,"Almoço","RA","bovino","leguminosas","qua","ago","1","inicio",1324,0
2024-08-21,"Almoço","RS","bovino","leguminosas","qua","ago","1","inicio",1786,0
2024-08-21,"Almoço","RU","bovino","leguminosas","qua","ago","1","inicio",4462,0
2024-08-21,"Jantar","RU","frango","leguminosas","qua","ago","0","inicio",2772,0
2024-08-21,"Jantar","RA","frango","leguminosas","qua","ago","0","inicio",720,0
2024-08-21,"Jantar","RS","frango","leguminosas","qua","ago","0","inicio",811,0
2024-08-22,"Almoço","RA","suino","pts_proteina_texturizada","qui","ago","1","inicio",1253,0
2024-08-22,"Almoço","RS","suino","pts_proteina_texturizada","qui","ago","1","inicio",1608,0
2024-08-22,"Almoço","RU","suino","pts_proteina_texturizada","qui","ago","1","inicio",3880,0
2024-08-22,"Jantar","RU","bovino","leguminosas","qui","ago","0","inicio",2984,0
2024-08-22,"Jantar","RA","bovino","leguminosas","qui","ago","0","inicio",814,0
2024-08-22,"Jantar","RS","bovino","leguminosas","qui","ago","0","inicio",918,0
2024-08-23,"Almoço","RU","frango","leguminosas","sex","ago","1","inicio",4007,0
2024-08-23,"Almoço","RA","frango","leguminosas","sex","ago","1","inicio",1239,0
2024-08-23,"Almoço","RS","frango","leguminosas","sex","ago","1","inicio",1308,0
2024-08-23,"Jantar","RU","bovino","pts_proteina_texturizada","sex","ago","0","inicio",1778,0
2024-08-23,"Jantar","RA","bovino","pts_proteina_texturizada","sex","ago","0","inicio",408,0
2024-08-23,"Jantar","RS","bovino","pts_proteina_texturizada","sex","ago","0","inicio",455,0
2024-08-26,"Almoço","RU","suino","leguminosas","seg","ago","1","inicio",3913,0
2024-08-26,"Almoço","RA","suino","leguminosas","seg","ago","1","inicio",NA,0
2024-08-26,"Almoço","RS","suino","leguminosas","seg","ago","1","inicio",1536,0
2024-08-26,"Jantar","RU","bovino","leguminosas","seg","ago","0","inicio",2798,0
2024-08-26,"Jantar","RA","bovino","leguminosas","seg","ago","0","inicio",705,0
2024-08-26,"Jantar","RS","bovino","leguminosas","seg","ago","0","inicio",846,0
2024-08-27,"Almoço","RU","bovino","pts_proteina_texturizada","ter","ago","1","inicio",4672,0
2024-08-27,"Almoço","RA","bovino","pts_proteina_texturizada","ter","ago","1","inicio",1450,0
2024-08-27,"Almoço","RS","bovino","pts_proteina_texturizada","ter","ago","1","inicio",2100,0
2024-08-27,"Jantar","RU","bovino_suino","leguminosas","ter","ago","0","inicio",2711,0
2024-08-27,"Jantar","RA","bovino_suino","leguminosas","ter","ago","0","inicio",781,0
2024-08-27,"Jantar","RS","bovino_suino","leguminosas","ter","ago","0","inicio",858,0
2024-08-28,"Almoço","RU","frango","leguminosas","qua","ago","1","inicio",4322,0
2024-08-28,"Almoço","RA","frango","leguminosas","qua","ago","1","inicio",1396,0
2024-08-28,"Almoço","RS","frango","leguminosas","qua","ago","1","inicio",1831,0
2024-08-28,"Jantar","RU","bovino","leguminosas","qua","ago","0","inicio",2737,0
2024-08-28,"Jantar","RA","bovino","leguminosas","qua","ago","0","inicio",723,0
2024-08-28,"Jantar","RS","bovino","leguminosas","qua","ago","0","inicio",890,0
2024-08-29,"Almoço","RU","bovino","leguminosas","qui","ago","1","inicio",3913,0
2024-08-29,"Almoço","RA","bovino","leguminosas","qui","ago","1","inicio",1309,0
2024-08-29,"Almoço","RS","bovino","leguminosas","qui","ago","1","inicio",1586,0
2024-08-29,"Jantar","RU","frango","leguminosas","qui","ago","0","inicio",2746,0
2024-08-29,"Jantar","RA","frango","leguminosas","qui","ago","0","inicio",728,0
2024-08-29,"Jantar","RS","frango","leguminosas","qui","ago","0","inicio",841,0
2024-08-30,"Almoço","RU","bovino","leguminosas","sex","ago","1","inicio",3834,0
2024-08-30,"Almoço","RA","bovino","leguminosas","sex","ago","1","inicio",1226,0
2024-08-30,"Almoço","RS","bovino","leguminosas","sex","ago","1","inicio",1441,0
2024-08-30,"Jantar","RU","peixe","leguminosas","sex","ago","0","inicio",1199,0
2024-08-30,"Jantar","RA","peixe","leguminosas","sex","ago","0","inicio",260,0
2024-08-30,"Jantar","RS","peixe","leguminosas","sex","ago","0","inicio",293,0
2024-09-02,"Almoço","RU","bovino","leguminosas","seg","set","1","inicio",3745,0
2024-09-02,"Almoço","RA","bovino","leguminosas","seg","set","1","inicio",1303,0
2024-09-02,"Almoço","RS","bovino","leguminosas","seg","set","1","inicio",1499,0
2024-09-02,"Jantar","RU","bovino","leguminosas","seg","set","0","inicio",2771,0
2024-09-02,"Jantar","RA","bovino","leguminosas","seg","set","0","inicio",783,0
2024-09-02,"Jantar","RS","bovino","leguminosas","seg","set","0","inicio",843,0
2024-09-03,"Almoço","RU","frango","leguminosas","ter","set","1","inicio",4221,0
2024-09-03,"Almoço","RA","frango","leguminosas","ter","set","1","inicio",1393,0
2024-09-03,"Almoço","RS","frango","leguminosas","ter","set","1","inicio",1857,0
2024-09-03,"Jantar","RU","bovino","leguminosas","ter","set","0","inicio",2788,0
2024-09-03,"Jantar","RA","bovino","leguminosas","ter","set","0","inicio",800,0
2024-09-03,"Jantar","RS","bovino","leguminosas","ter","set","0","inicio",885,0
2024-09-04,"Almoço","RU","peixe","leguminosas","qua","set","1","inicio",2375,0
2024-09-04,"Almoço","RA","peixe","leguminosas","qua","set","1","inicio",672,0
2024-09-04,"Almoço","RS","peixe","leguminosas","qua","set","1","inicio",841,0
2024-09-04,"Jantar","RU","frango","leguminosas","qua","set","0","inicio",2907,0
2024-09-04,"Jantar","RA","frango","leguminosas","qua","set","0","inicio",719,0
2024-09-04,"Jantar","RS","frango","leguminosas","qua","set","0","inicio",912,0
2024-09-05,"Almoço","RU","frango","pts_proteina_texturizada","qui","set","1","inicio",4559,0
2024-09-05,"Almoço","RA","frango","pts_proteina_texturizada","qui","set","1","inicio",1439,0
2024-09-05,"Almoço","RS","frango","pts_proteina_texturizada","qui","set","1","inicio",2053,0
2024-09-05,"Jantar","RU","frango","pts_proteina_texturizada","qui","set","0","inicio",3459,0
2024-09-05,"Jantar","RA","frango","pts_proteina_texturizada","qui","set","0","inicio",893,0
2024-09-05,"Jantar","RS","frango","pts_proteina_texturizada","qui","set","0","inicio",1074,0
2024-09-06,"Almoço","RU","bovino","pts_proteina_texturizada","sex","set","1","inicio",3439,0
2024-09-06,"Almoço","RA","bovino","pts_proteina_texturizada","sex","set","1","inicio",1058,0
2024-09-06,"Almoço","RS","bovino","pts_proteina_texturizada","sex","set","1","inicio",1230,0
2024-09-06,"Jantar","RU","suino","leguminosas","sex","set","0","inicio",1940,0
2024-09-06,"Jantar","RA","suino","leguminosas","sex","set","0","inicio",486,0
2024-09-06,"Jantar","RS","suino","leguminosas","sex","set","0","inicio",485,0
2024-09-09,"Almoço","RU","bovino","leguminosas","seg","set","1","inicio",3690,0
2024-09-09,"Almoço","RA","bovino","leguminosas","seg","set","1","inicio",1329,0
2024-09-09,"Almoço","RS","bovino","leguminosas","seg","set","1","inicio",1413,0
2024-09-09,"Jantar","RU","peixe","leguminosas","seg","set","0","inicio",1856,0
2024-09-09,"Jantar","RA","peixe","leguminosas","seg","set","0","inicio",476,0
2024-09-09,"Jantar","RS","peixe","leguminosas","seg","set","0","inicio",559,0
2024-09-10,"Almoço","RU","frango","leguminosas","ter","set","1","inicio",4248,0
2024-09-10,"Almoço","RA","frango","leguminosas","ter","set","1","inicio",1475,0
2024-09-10,"Almoço","RS","frango","leguminosas","ter","set","1","inicio",1887,0
2024-09-10,"Jantar","RU","bovino","leguminosas","ter","set","0","inicio",2527,0
2024-09-10,"Jantar","RA","bovino","leguminosas","ter","set","0","inicio",735,0
2024-09-10,"Jantar","RS","bovino","leguminosas","ter","set","0","inicio",864,0
2024-09-11,"Almoço","RU","suino","leguminosas","qua","set","1","inicio",3953,0
2024-09-11,"Almoço","RA","suino","leguminosas","qua","set","1","inicio",1273,0
2024-09-11,"Almoço","RS","suino","leguminosas","qua","set","1","inicio",1626,0
2024-09-11,"Jantar","RU","frango","leguminosas","qua","set","0","inicio",3112,0
2024-09-11,"Jantar","RA","frango","leguminosas","qua","set","0","inicio",850,0
2024-09-11,"Jantar","RS","frango","leguminosas","qua","set","0","inicio",1093,0
2024-09-12,"Almoço","RU","bovino","leguminosas","qui","set","1","inicio",3827,0
2024-09-12,"Almoço","RA","bovino","leguminosas","qui","set","1","inicio",1307,0
2024-09-12,"Almoço","RS","bovino","pts_proteina_texturizada","qui","set","1","inicio",1523,0
2024-09-12,"Jantar","RU","suino","pts_proteina_texturizada","qui","set","0","inicio",2893,0
2024-09-12,"Jantar","RA","suino","pts_proteina_texturizada","qui","set","0","inicio",785,0
2024-09-12,"Jantar","RS","suino","pts_proteina_texturizada","qui","set","0","inicio",878,0
2024-09-13,"Almoço","RU","suino","leguminosas","sex","set","1","meio",3553,0
2024-09-13,"Almoço","RA","suino","leguminosas","sex","set","1","meio",1148,0
2024-09-13,"Almoço","RS","suino","leguminosas","sex","set","1","meio",1272,0
2024-09-13,"Jantar","RU","bovino","leguminosas","sex","set","0","meio",2020,0
2024-09-13,"Jantar","RA","bovino","leguminosas","sex","set","0","meio",526,0
2024-09-13,"Jantar","RS","bovino","leguminosas","sex","set","0","meio",526,0
2024-09-16,"Almoço","RU","suino","leguminosas","seg","set","1","meio",3602,0
2024-09-16,"Almoço","RA","suino","leguminosas","seg","set","1","meio",1294,0
2024-09-16,"Almoço","RS","suino","leguminosas","seg","set","1","meio",1431,0
2024-09-16,"Jantar","RU","bovino","pts_proteina_texturizada","seg","set","0","meio",2754,0
2024-09-16,"Jantar","RA","bovino","pts_proteina_texturizada","seg","set","0","meio",707,0
2024-09-16,"Jantar","RS","bovino","pts_proteina_texturizada","seg","set","0","meio",812,0
2024-09-17,"Almoço","RU","peixe","pts_proteina_texturizada","ter","set","1","meio",2609,0
2024-09-17,"Almoço","RA","peixe","leguminosas","ter","set","1","meio",826,0
2024-09-17,"Almoço","RS","peixe","leguminosas","ter","set","1","meio",988,0
2024-09-17,"Jantar","RU","bovino","leguminosas","ter","set","0","meio",2991,0
2024-09-17,"Jantar","RA","bovino","leguminosas","ter","set","0","meio",872,0
2024-09-17,"Jantar","RS","bovino","leguminosas","ter","set","0","meio",1008,0
2024-09-18,"Almoço","RU","bovino","leguminosas","qua","set","1","meio",4077,0
2024-09-18,"Almoço","RA","bovino","leguminosas","qua","set","1","meio",1345,0
2024-09-18,"Almoço","RS","bovino","leguminosas","qua","set","1","meio",1632,0
2024-09-18,"Jantar","RU","peixe","leguminosas","qua","set","0","meio",1724,0
2024-09-18,"Jantar","RA","peixe","leguminosas","qua","set","0","meio",425,0
2024-09-18,"Jantar","RS","peixe","leguminosas","qua","set","0","meio",515,0
2024-09-19,"Almoço","RU","bovino","pts_proteina_texturizada","qui","set","1","meio",3658,0
2024-09-19,"Almoço","RA","bovino","pts_proteina_texturizada","qui","set","1","meio",1231,0
2024-09-19,"Almoço","RS","bovino","pts_proteina_texturizada","qui","set","1","meio",1428,0
2024-09-19,"Jantar","RU","suino","leguminosas","qui","set","0","meio",2621,0
2024-09-19,"Jantar","RA","suino","leguminosas","qui","set","0","meio",684,0
2024-09-19,"Jantar","RS","suino","leguminosas","qui","set","0","meio",825,0
2024-09-20,"Almoço","RU","frango","leguminosas","sex","set","1","meio",3605,0
2024-09-20,"Almoço","RA","frango","leguminosas","sex","set","1","meio",1172,0
2024-09-20,"Almoço","RS","frango","leguminosas","sex","set","1","meio",1300,0
2024-09-20,"Jantar","RU","bovino","pts_proteina_texturizada","sex","set","0","meio",1637,0
2024-09-20,"Jantar","RA","bovino","pts_proteina_texturizada","sex","set","0","meio",356,0
2024-09-20,"Jantar","RS","bovino","pts_proteina_texturizada","sex","set","0","meio",429,0
2024-09-23,"Almoço","RU","bovino","leguminosas","seg","set","1","meio",3602,0
2024-09-23,"Almoço","RA","bovino","leguminosas","seg","set","1","meio",1289,0
2024-09-23,"Almoço","RS","bovino","leguminosas","seg","set","1","meio",1398,0
2024-09-23,"Jantar","RA","frango","pts_proteina_texturizada","seg","set","0","meio",897,0
2024-09-23,"Jantar","RS","frango","pts_proteina_texturizada","seg","set","0","meio",1078,0
2024-09-23,"Jantar","RU","frango","pts_proteina_texturizada","seg","set","0","meio",3194,0
2024-09-24,"Almoço","RU","peixe","leguminosas","ter","set","1","meio",2609,0
2024-09-24,"Almoço","RA","peixe","leguminosas","ter","set","1","meio",800,0
2024-09-24,"Almoço","RS","peixe","leguminosas","ter","set","1","meio",686,0
2024-09-24,"Jantar","RU","bovino","leguminosas","ter","set","0","meio",2034,0
2024-09-24,"Jantar","RA","bovino","leguminosas","ter","set","0","meio",578,0
2024-09-24,"Jantar","RS","bovino","leguminosas","ter","set","0","meio",468,0
2024-09-25,"Almoço","RU","bovino","Outros","qua","set","1","meio",4077,0
2024-09-25,"Almoço","RA","bovino","leguminosas","qua","set","1","meio",1105,0
2024-09-25,"Almoço","RS","bovino","leguminosas","qua","set","1","meio",1123,0
2024-09-25,"Jantar","RU","peixe","pts_proteina_texturizada","qua","set","0","meio",1222,0
2024-09-25,"Jantar","RA","peixe","pts_proteina_texturizada","qua","set","0","meio",323,0
2024-09-25,"Jantar","RS","peixe","pts_proteina_texturizada","qua","set","0","meio",310,0
2024-09-26,"Almoço","RU","suino","leguminosas","qui","set","1","meio",3658,0
2024-09-26,"Almoço","RA","suino","leguminosas","qui","set","1","meio",1278,0
2024-09-26,"Almoço","RS","suino","leguminosas","qui","set","1","meio",1531,0
2024-09-26,"Jantar","RU","bovino","leguminosas","qui","set","0","meio",2629,0
2024-09-26,"Jantar","RA","bovino","leguminosas","qui","set","0","meio",732,0
2024-09-26,"Jantar","RS","bovino","leguminosas","qui","set","0","meio",801,0
2024-09-27,"Almoço","RU","bovino","pts_proteina_texturizada","sex","set","1","meio",3605,0
2024-09-27,"Almoço","RA","bovino","pts_proteina_texturizada","sex","set","1","meio",1337,0
2024-09-27,"Almoço","RS","bovino","pts_proteina_texturizada","sex","set","1","meio",1673,0
2024-09-27,"Jantar","RU","suino","leguminosas","sex","set","0","meio",1759,0
2024-09-27,"Jantar","RA","suino","leguminosas","sex","set","0","meio",419,0
2024-09-27,"Jantar","RS","suino","leguminosas","sex","set","0","meio",470,0
2024-09-30,"Almoço","RU","bovino","leguminosas","seg","set","1","meio",3407,0
2024-09-30,"Almoço","RA","bovino","leguminosas","seg","set","1","meio",1296,0
2024-09-30,"Almoço","RS","bovino","leguminosas","seg","set","1","meio",1417,0
2024-09-30,"Jantar","RU","bovino","leguminosas","seg","set","0","meio",2738,0
2024-09-30,"Jantar","RA","bovino","leguminosas","seg","set","0","meio",799,0
2024-09-30,"Jantar","RS","bovino","leguminosas","seg","set","0","meio",830,0
2024-10-01,"Almoço","RU","bovino","pts_proteina_texturizada","ter","out","1","meio",3910,0
2024-10-01,"Almoço","RA","bovino","pts_proteina_texturizada","ter","out","1","meio",1360,0
2024-10-01,"Almoço","RS","bovino","pts_proteina_texturizada","ter","out","1","meio",1823,0
2024-10-01,"Jantar","RU","frango","leguminosas","ter","out","0","meio",2847,0
2024-10-01,"Jantar","RA","frango","leguminosas","ter","out","0","meio",824,0
2024-10-01,"Jantar","RS","frango","leguminosas","ter","out","0","meio",830,0
2024-10-02,"Almoço","RU","bovino","leguminosas","qua","out","1","meio",3584,0
2024-10-02,"Almoço","RA","bovino","leguminosas","qua","out","1","meio",1203,0
2024-10-02,"Almoço","RS","bovino","leguminosas","qua","out","1","meio",1495,0
2024-10-02,"Jantar","RU","bovino","leguminosas","qua","out","0","meio",2588,0
2024-10-02,"Jantar","RA","bovino","leguminosas","qua","out","0","meio",657,0
2024-10-02,"Jantar","RS","bovino","leguminosas","qua","out","0","meio",834,0
2024-10-03,"Almoço","RU","frango","leguminosas","qui","out","1","meio",2908,0
2024-10-03,"Almoço","RA","frango","leguminosas","qui","out","1","meio",1096,0
2024-10-03,"Almoço","RS","frango","leguminosas","qui","out","1","meio",1325,0
2024-10-03,"Jantar","RU","bovino","leguminosas","qui","out","0","meio",2215,0
2024-10-03,"Jantar","RA","bovino","leguminosas","qui","out","0","meio",663,0
2024-10-03,"Jantar","RS","bovino","leguminosas","qui","out","0","meio",670,0
2024-10-04,"Almoço","RU","peixe","leguminosas","sex","out","1","meio",1763,0
2024-10-04,"Almoço","RA","peixe","leguminosas","sex","out","1","meio",553,0
2024-10-04,"Almoço","RS","peixe","leguminosas","sex","out","1","meio",605,0
2024-10-04,"Jantar","RU","frango","leguminosas","sex","out","0","meio",1637,0
2024-10-04,"Jantar","RA","frango","leguminosas","sex","out","0","meio",440,0
2024-10-04,"Jantar","RS","frango","leguminosas","sex","out","0","meio",382,0
2024-10-07,"Almoço","RA","bovino","pts_proteina_texturizada","seg","out","1","meio",1211,0
2024-10-07,"Almoço","RS","bovino","pts_proteina_texturizada","seg","out","1","meio",1306,0
2024-10-07,"Almoço","RU","bovino","pts_proteina_texturizada","seg","out","1","meio",3186,0
2024-10-07,"Jantar","RU","bovino","leguminosas","seg","out","0","meio",2613,0
2024-10-07,"Jantar","RA","bovino","leguminosas","seg","out","0","meio",747,0
2024-10-07,"Jantar","RS","bovino","leguminosas","seg","out","0","meio",805,0
2024-10-08,"Almoço","RU","peixe","leguminosas","ter","out","1","meio",2208,0
2024-10-08,"Almoço","RA","peixe","leguminosas","ter","out","1","meio",714,0
2024-10-08,"Almoço","RS","peixe","leguminosas","ter","out","1","meio",953,0
2024-10-08,"Jantar","RU","frango","pts_proteina_texturizada","ter","out","0","meio",2883,0
2024-10-08,"Jantar","RA","frango","pts_proteina_texturizada","ter","out","0","meio",858,0
2024-10-08,"Jantar","RS","frango","pts_proteina_texturizada","ter","out","0","meio",977,0
2024-10-09,"Almoço","RA","frango","leguminosas","qua","out","1","meio",1382,0
2024-10-09,"Almoço","RS","frango","leguminosas","qua","out","1","meio",1887,0
2024-10-09,"Almoço","RU","frango","leguminosas","qua","out","1","meio",3956,0
2024-10-09,"Jantar","RU","peixe","leguminosas","qua","out","0","meio",1605,0
2024-10-09,"Jantar","RA","peixe","leguminosas","qua","out","0","meio",431,0
2024-10-09,"Jantar","RS","peixe","leguminosas","qua","out","0","meio",476,0
2024-10-10,"Almoço","RU","suino","leguminosas","qui","out","1","meio",2853,0
2024-10-10,"Almoço","RA","suino","leguminosas","qui","out","1","meio",1321,0
2024-10-10,"Almoço","RS","suino","leguminosas","qui","out","1","meio",1676,0
2024-10-10,"Jantar","RU","frango","leguminosas","qui","out","0","meio",2667,0
2024-10-10,"Jantar","RA","frango","leguminosas","qui","out","0","meio",802,0
2024-10-10,"Jantar","RS","frango","leguminosas","qui","out","0","meio",876,0
2024-10-11,"Almoço","RU","frango","leguminosas","sex","out","1","meio",3304,0
2024-10-11,"Almoço","RA","frango","leguminosas","sex","out","1","meio",1115,0
2024-10-11,"Almoço","RS","frango","leguminosas","sex","out","1","meio",1276,0
2024-10-11,"Jantar","RU","bovino","leguminosas","sex","out","0","meio",1463,0
2024-10-11,"Jantar","RA","bovino","leguminosas","sex","out","0","meio",365,0
2024-10-11,"Jantar","RS","bovino","leguminosas","sex","out","0","meio",336,0
2024-10-14,"Almoço","RU","frango","pts_proteina_texturizada","seg","out","1","meio",3527,0
2024-10-14,"Almoço","RA","frango","pts_proteina_texturizada","seg","out","1","meio",1250,0
2024-10-14,"Almoço","RS","frango","pts_proteina_texturizada","seg","out","1","meio",1487,0
2024-10-14,"Jantar","RU","suino","leguminosas","seg","out","0","meio",2563,0
2024-10-14,"Jantar","RA","suino","leguminosas","seg","out","0","meio",733,0
2024-10-14,"Jantar","RS","suino","leguminosas","seg","out","0","meio",871,0
2024-10-15,"Almoço","RU","bovino","leguminosas","ter","out","1","meio",2817,0
2024-10-15,"Almoço","RA","bovino","leguminosas","ter","out","1","meio",958,0
2024-10-15,"Almoço","RS","bovino","leguminosas","ter","out","1","meio",1203,0
2024-10-15,"Jantar","RU","frango","leguminosas","ter","out","0","meio",2164,0
2024-10-15,"Jantar","RA","frango","leguminosas","ter","out","0","meio",574,0
2024-10-15,"Jantar","RS","frango","leguminosas","ter","out","0","meio",648,0
2024-10-16,"Almoço","RU","bovino","leguminosas","qua","out","1","meio",3660,0
2024-10-16,"Almoço","RA","bovino","leguminosas","qua","out","1","meio",1241,0
2024-10-16,"Almoço","RS","bovino","leguminosas","qua","out","1","meio",1717,0
2024-10-16,"Jantar","RU","bovino","Outros","qua","out","0","meio",2222,0
2024-10-16,"Jantar","RA","bovino","Outros","qua","out","0","meio",631,0
